Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link_L3_J2,1.80E-16,2.64E-16,0.050908712,0,0,0,0.02142705,2.34E-05,1.69E-21,-9.00E-20,2.40E-05,-1.17E-19,1.16E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J2.STL,,Link_B-26,Origin_L3_J2,Axis_L3_J2,L3_J2,revolute,0.032990381,0,-0.012,-2.617993878,0,-1.570796327,link_L3_J1,1,0,0,0,0,0,0,,,,,,,,
link_L3_J3,-0.050908712,-5.55E-17,1.39E-17,0,0,0,0.023843393,1.03E-06,-6.75E-22,5.81E-20,3.83E-05,-3.39E-21,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J3.STL,,Link_C-26,Origin_L3_J3,Axis_L3_J3,L3_J3,revolute,0,0,0.101817424,1.570796327,-0.523598776,1.570796327,link_L3_J2,0,0,1,0,0,0,0,,,,,,,,
link_L3_J4,-2.44E-10,-0.003369409,-0.048331567,0,0,0,0.020567785,2.07E-05,2.06E-14,1.56E-13,2.06E-05,-2.80E-06,1.64E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L3_J4.STL,,Link_D-26,Origin_L3_J4,Axis_L3_J4,L3_J4,revolute,-0.101817424,0,0,0,1.570796327,0,link_L3_J3,1,0,0,0,0,0,0,,,,,,,,
link_L4_J1,0.020853317,2.59E-15,-0.012,0,0,0,0.00957341,6.35E-07,4.84E-20,-7.61E-22,2.95E-06,-7.75E-23,3.07E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J1.STL,,Link_A-34,Origin_L4_J1,Axis_L4_J1,L4_J1,revolute,-0.12,0,0.118,3.141592654,0,-3.141592654,body,0,0,1,0,0,0,0,,,,,,,,
link_L4_J2,-1.62E-15,4.16E-17,-0.050908712,0,0,0,0.02142705,2.34E-05,9.25E-21,3.00E-19,2.40E-05,3.86E-21,1.16E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J2.STL,,Link_B-36,Origin_L4_J2,Axis_L4_J2,L4_J2,revolute,0.032990381,0,-0.012,0.523598776,0,-1.570796327,link_L4_J1,1,0,0,0,0,0,0,,,,,,,,
link_L4_J3,-0.050908712,0,-7.02E-16,0,0,0,0.023843393,1.03E-06,-3.57E-21,2.67E-19,3.83E-05,-2.67E-21,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J3.STL,,Link_C-34,Origin_L4_J3,Axis_L4_J3,L4_J3,revolute,0,0,-0.101817424,-1.570796327,0.523598776,-1.570796327,link_L4_J2,0,0,1,0,0,0,0,,,,,,,,
link_L4_J4,-2.56E-10,-0.04017166,0.027083777,0,0,0,0.020567785,2.07E-05,1.32E-13,-9.97E-14,8.80E-06,9.59E-06,1.34E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L4_J4.STL,,Link_D-34,Origin_L4_J4,Axis_L4_J4,L4_J4,revolute,-0.101817424,0,0,2.094395102,1.570796327,0,link_L4_J3,1,0,0,0,0,0,0,,,,,,,,
link_L5_J1,0.020853317,-2.78E-17,-0.012,0,0,0,0.00957341,6.35E-07,1.27E-21,-7.47E-22,2.95E-06,8.76E-23,3.07E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J1.STL,,Link_A-24,Origin_L5_J1,Axis_L5_J1,L5_J1,revolute,-0.108832033,0.108832033,0.118,3.141592654,0,2.35619449,body,0,0,1,0,0,0,0,,,,,,,,
link_L5_J2,4.16E-17,-4.16E-17,0.050908712,0,0,0,0.02142705,2.34E-05,3.39E-21,-5.00E-21,2.40E-05,1.27E-21,1.16E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J2.STL,,Link_B-24,Origin_L5_J2,Axis_L5_J2,L5_J2,revolute,0.032990381,0,-0.012,-2.617993878,0,-1.570796327,link_L5_J1,1,0,0,0,0,0,0,,,,,,,,
link_L5_J3,-0.050908712,-5.55E-17,6.94E-17,0,0,0,0.023843393,1.03E-06,-9.66E-21,1.42E-20,3.83E-05,-3.39E-21,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J3.STL,,Link_C-24,Origin_L5_J3,Axis_L5_J3,L5_J3,revolute,0,0,0.101817424,1.570796327,-0.523598776,1.570796327,link_L5_J2,0,0,1,0,0,0,0,,,,,,,,
link_L5_J4,-2.44E-10,-0.003369409,-0.048331567,0,0,0,0.020567785,2.07E-05,2.06E-14,1.56E-13,2.06E-05,-2.80E-06,1.64E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L5_J4.STL,,Link_D-24,Origin_L5_J4,Axis_L5_J4,L5_J4,revolute,-0.101817424,0,0,0,1.570796327,0,link_L5_J3,1,0,0,0,0,0,0,,,,,,,,
link_L6_J1,0.020853317,-1.42E-15,-0.012,0,0,0,0.00957341,6.35E-07,4.05E-20,1.77E-20,2.95E-06,1.22E-22,3.07E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J1.STL,,Link_A-37,Origin_L6_J1,Axis_L6_J1,L6_J1,revolute,0,0.12,0.118,3.141592654,0,1.570796327,body,0,0,1,0,0,0,0,,,,,,,,
link_L6_J2,0.01,-0.022570508,0.077796207,0,0,0,0.02142705,2.34E-05,-9.40E-21,-2.10E-19,2.40E-05,2.06E-21,1.16E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J2.STL,,Link_B-39,Origin_L6_J2,Axis_L6_J2,L6_J2,revolute,0,0.01,0,-2.617993878,0,-1.570796327,link_L6_J1,1,0,0,0,0,0,0,,,,,,,,
link_L6_J3,-0.050908712,5.55E-17,0.0075,0,0,0,0.023843393,1.03E-06,-1.85E-22,-9.74E-22,3.83E-05,-1.46E-22,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J3.STL,,Link_C-37,Origin_L6_J3,Axis_L6_J3,L6_J3,revolute,0.0025,-0.022570508,0.12870492,1.570796327,-0.523598776,1.570796327,link_L6_J2,0,0,1,0,0,0,0,,,,,,,,
link_L6_J4,-0.0075,-0.003369409,-0.048331567,0,0,0,0.020567785,2.07E-05,2.04E-14,1.64E-13,2.06E-05,-2.80E-06,1.64E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L6_J4.STL,,Link_D-37,Origin_L6_J4,Axis_L6_J4,L6_J4,revolute,-0.101817424,0,0,0,1.570796327,0,link_L6_J3,1,0,0,0,0,0,0,,,,,,,,
link_L7_J1,0.020853317,-9.71E-17,-0.012,0,0,0,0.00957341,6.35E-07,-2.38E-22,1.62E-20,2.95E-06,9.35E-22,3.07E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J1.STL,,Link_A-31,Origin_L7_J1,Axis_L7_J1,L7_J1,revolute,0.108832033,0.108832033,0.118,-3.141592654,0,0.785398163,body,0,0,1,0,0,0,0,,,,,,,,
link_L7_J2,1.39E-17,-6.29E-15,0.050908712,0,0,0,0.02142705,2.34E-05,8.47E-22,-1.89E-20,2.40E-05,3.36E-20,1.16E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J2.STL,,Link_B-33,Origin_L7_J2,Axis_L7_J2,L7_J2,revolute,0.032990381,0,-0.012,-2.617993878,0,-1.570796327,link_L7_J1,1,0,0,0,0,0,0,,,,,,,,
link_L7_J3,-0.050908712,-5.55E-17,1.67E-16,0,0,0,0.023843393,1.03E-06,-5.01E-20,3.99E-20,3.83E-05,-1.69E-21,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J3.STL,,Link_C-31,Origin_L7_J3,Axis_L7_J3,L7_J3,revolute,0,0,0.101817424,1.570796327,-0.523598776,1.570796327,link_L7_J2,0,0,1,0,0,0,0,,,,,,,,
link_L7_J4,-2.44E-10,-0.003369409,-0.048331567,0,0,0,0.020567785,2.07E-05,2.06E-14,1.56E-13,2.06E-05,-2.80E-06,1.64E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L7_J4.STL,,Link_D-31,Origin_L7_J4,Axis_L7_J4,L7_J4,revolute,-0.101817424,0,0,0,1.570796327,0,link_L7_J3,1,0,0,0,0,0,0,,,,,,,,
link_L8_J1,0.020853317,-1.13E-15,-0.012,0,0,0,0.00957341,6.35E-07,2.01E-20,2.04E-20,2.95E-06,-5.81E-23,3.07E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J1.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J1.STL,,Link_A-35,Origin_L8_J1,Axis_L8_J1,L8_J1,revolute,0.12,0,0.118,3.141592654,0,0,body,0,0,1,0,0,0,0,,,,,,,,
link_L8_J2,5.11E-15,0.044088238,-0.025454356,0,0,0,0.02142705,2.34E-05,-3.23E-19,2.02E-19,6.87E-06,9.89E-06,1.83E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J2.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J2.STL,,Link_B-37,Origin_L8_J2,Axis_L8_J2,L8_J2,revolute,0.032990381,0,-0.012,-0.523598776,0,-1.570796327,link_L8_J1,1,0,0,0,0,0,0,,,,,,,,
link_L8_J3,-0.050908712,-5.55E-17,6.49E-15,0,0,0,0.023843393,1.03E-06,-7.05E-20,3.98E-19,3.83E-05,-1.13E-22,3.84E-05,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J3.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J3.STL,,Link_C-35,Origin_L8_J3,Axis_L8_J3,L8_J3,revolute,0,0.088176476,-0.050908712,0,1.570796327,0,link_L8_J2,0,0,1,0,0,0,0,,,,,,,,
link_L8_J4,-2.56E-10,0.003369409,0.048331567,0,0,0,0.020567785,2.07E-05,-2.04E-14,-1.64E-13,2.06E-05,-2.80E-06,1.64E-06,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J4.STL,0.792156863,0.819607843,0.933333333,1,0,0,0,0,0,0,package://SpiderBot/meshes/link_L8_J4.STL,,Link_D-35,Origin_L8_J4,Axis_L8_J4,L8_J4,revolute,-0.101817424,0,0,3.141592654,1.570796327,0,link_L8_J3,1,0,0,0,0,0,0,,,,,,,,
